#SampleID	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA182Za1400	Hawkinsville	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-2Za-1400_S159_L001_R1_001.fastq.gz	GA18-2Za-1400_S159_L001_R2_001.fastq.gz	40303	1400	32.18356	-83.57857	NA	102.966667	Sample	0.003737288	0.2844068	79.50051	59.96136	56.17373	0.6822034	5.405593	7.847458	2	217	6.77	7.37	100	8.19	1095	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400	5	F	4	F4	102.9666666667
GA182Za600	Hawkinsville	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-2Za-600_S147_L001_R1_001.fastq.gz	GA18-2Za-600_S147_L001_R2_001.fastq.gz	37560	600	32.18359	-83.57856	NA	105.9	Sample	0.003737288	0.2844068	79.50051	59.96136	56.17373	0.6822034	5.405593	7.847458	2	319	6.77	7.37	100	6.89	1040	0.05	0.14	1.88	29.93	145.2	232	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600	5	E	4	E4	105.9
GA182Zb1400	Hawkinsville	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-2Zb-1400_S97_L001_R1_001.fastq.gz	GA18-2Zb-1400_S97_L001_R2_001.fastq.gz	39910	1400	32.18356	-83.57857	NA	100.2	Sample	0.003737288	0.2844068	79.50051	59.96136	56.17373	0.6822034	5.405593	7.847458	2	217	6.77	7.37	100	8.19	1095	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400	5	A	1	A1	100.2
GA182Zb600	Hawkinsville	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-2Zb-600_S102_L001_R1_001.fastq.gz	GA18-2Zb-600_S102_L001_R2_001.fastq.gz	43068	600	32.18359	-83.57856	NA	68.6	Sample	0.003737288	0.2844068	79.50051	59.96136	56.17373	0.6822034	5.405593	7.847458	2	319	6.77	7.37	100	6.89	1040	0.05	0.14	1.88	29.93	145.2	232	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600	5	A	6	A6	68.6
GA1830I1400	Athens	2018-06-19	Inrow_Soil	106	NA	NA	TRUE	FALSE	FALSE	GA1830I1400_S132_L001_R1_001.fastq.gz	GA1830I1400_S132_L001_R2_001.fastq.gz	92955	1400	33.7218	-83.30788	NA	103.2	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	2	C	12	C12	103.2
GA1830I600	Athens	2018-05-18	Inrow_Soil	46	NA	NA	TRUE	FALSE	FALSE	GA1830I600_S155_L001_R1_001.fastq.gz	GA1830I600_S155_L001_R2_001.fastq.gz	102672	600	33.72173	-83.30781	NA	157.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	2	E	11	E11	157.6666666667
GA1830Ka1400	Athens	2018-06-19	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1830Ka1400_S33_L001_R1_001.fastq.gz	GA1830Ka1400_S33_L001_R2_001.fastq.gz	46897	1400	33.7218	-83.30788	NA	77.166667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	1	C	9	C9	77.1666666667
GA1830Ka600	Athens	2018-05-18	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1830Ka600_S6_L001_R1_001.fastq.gz	GA1830Ka600_S6_L001_R2_001.fastq.gz	22342	600	33.72173	-83.30781	NA	43.066667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	1	A	6	A6	43.0666666667
GA1830Kb1400	Athens	2018-06-19	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1830Kb1400_S80_L001_R1_001.fastq.gz	GA1830Kb1400_S80_L001_R2_001.fastq.gz	32402	1400	33.7218	-83.30788	NA	70.633333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	1	G	8	G8	70.6333333333
GA1830Kb600	Athens	2018-05-18	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1830Kb600_S30_L001_R1_001.fastq.gz	GA1830Kb600_S30_L001_R2_001.fastq.gz	25367	600	33.72173	-83.30781	NA	63.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	1	C	6	C6	63.6666666667
GA1830Ra1400	Athens	2018-06-19	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-30Ra-1400_S245_L001_R1_001.fastq.gz	GA18-30Ra-1400_S245_L001_R2_001.fastq.gz	32885	1400	33.7218	-83.30788	NA	101.2	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	6	E	6	E6	101.2
GA1830Ra600	Athens	2018-05-18	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-30Ra-600_S25_L001_R1_001.fastq.gz	GA18-30Ra-600_S25_L001_R2_001.fastq.gz	104614	600	33.72173	-83.30781	NA	251.333333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	4	C	1	C1	251.3333333333
GA1830Rb600	Athens	2018-05-18	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-30Rb-600_S228_L001_R1_001.fastq.gz	GA18-30Rb-600_S228_L001_R2_001.fastq.gz	23897	600	33.72173	-83.30781	NA	118.733333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	6	D	1	D1	118.7333333333
GA1830S1400	Athens	2018-06-19	Soil	88	NA	NA	TRUE	FALSE	FALSE	GA18-30S-1400_S190_L001_R1_001.fastq.gz	GA18-30S-1400_S190_L001_R2_001.fastq.gz	28276	1400	33.7218	-83.30788	NA	226.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	5	H	11	H11	226.6666666667
GA1830S600	Athens	2018-05-18	Soil	30	NA	NA	TRUE	FALSE	FALSE	GA18-30S-600_S187_L001_R1_001.fastq.gz	GA18-30S-600_S187_L001_R2_001.fastq.gz	36989	600	33.72173	-83.30781	NA	125.333333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	5	H	8	H8	125.3333333333
GA1830Za1400	Athens	2018-06-19	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-30Za-1400_S79_L001_R1_001.fastq.gz	GA18-30Za-1400_S79_L001_R2_001.fastq.gz	71389	1400	33.7218	-83.30788	NA	392.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	4	G	7	G7	392.6666666667
GA1830Za600	Athens	2018-05-18	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-30Za-600_S136_L001_R1_001.fastq.gz	GA18-30Za-600_S136_L001_R2_001.fastq.gz	22459	600	33.72173	-83.30781	NA	142.333333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	5	D	5	D5	142.3333333333
GA1830Zb1400	Athens	2018-06-19	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-30Zb-1400_S20_L001_R1_001.fastq.gz	GA18-30Zb-1400_S20_L001_R2_001.fastq.gz	66190	1400	33.7218	-83.30788	NA	596.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	232	5.65	6.25	80.1	5	614	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400	4	B	8	B8	596.6666666667
GA1830Zb600	Athens	2018-05-18	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-30Zb-600_S87_L001_R1_001.fastq.gz	GA18-30Zb-600_S87_L001_R2_001.fastq.gz	82856	600	33.72173	-83.30781	NA	319	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30	865	6.11	6.71	80.2	7.36	924	0.025	0.025	0.55	63.29	105.9	116.4	52	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600	4	H	3	H3	319
GA1831I1000	Athens	2018-06-19	Inrow_Soil	107	NA	NA	TRUE	FALSE	FALSE	GA1831I1000_S176_L001_R1_001.fastq.gz	GA1831I1000_S176_L001_R2_001.fastq.gz	76373	1000	33.7167	-83.30869	NA	39.1	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	2	G	8	G8	39.1
GA1831Ka1000	Athens	2018-06-19	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1831Ka1000_S69_L001_R1_001.fastq.gz	GA1831Ka1000_S69_L001_R2_001.fastq.gz	42620	1000	33.7167	-83.30869	NA	96.733333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	1	F	9	F9	96.7333333333
GA1831Ka1400	Athens	2018-07-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1831Ka1400_S135_L001_R1_001.fastq.gz	GA1831Ka1400_S135_L001_R2_001.fastq.gz	115506	1400	33.7167	-83.30871	NA	100.633333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	2	D	3	D3	100.6333333333
GA1831Ka600	Athens	2018-06-01	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1831Ka600_S15_L001_R1_001.fastq.gz	GA1831Ka600_S15_L001_R2_001.fastq.gz	7719	600	33.7167	-83.30869	NA	33.033381	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	1	B	3	B3	33.0333806667
GA1831Kb1000	Athens	2018-06-19	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1831Kb1000_S57_L001_R1_001.fastq.gz	GA1831Kb1000_S57_L001_R2_001.fastq.gz	36503	1000	33.7167	-83.30869	NA	72.9	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	1	E	9	E9	72.9
GA1831Kb1400	Athens	2018-07-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1831Kb1400_S146_L001_R1_001.fastq.gz	GA1831Kb1400_S146_L001_R2_001.fastq.gz	89607	1400	33.7167	-83.30871	NA	35.933333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	2	E	2	E2	35.9333333333
GA1831Kb600	Athens	2018-06-01	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1831Kb600_S51_L001_R1_001.fastq.gz	GA1831Kb600_S51_L001_R2_001.fastq.gz	9205	600	33.7167	-83.30869	NA	45.10007	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	1	E	3	E3	45.1000696667
GA1831Ra1000	Athens	2018-06-19	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Ra-1000_S265_L001_R1_001.fastq.gz	GA18-31Ra-1000_S265_L001_R2_001.fastq.gz	27422	1000	33.7167	-83.30869	NA	49.8	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	6	H	2	H2	49.8
GA1831Ra1400	Athens	2018-07-02	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Ra-1400_S229_L001_R1_001.fastq.gz	GA18-31Ra-1400_S229_L001_R2_001.fastq.gz	18467	1400	33.7167	-83.30871	NA	77.866667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	6	D	2	D2	77.8666666667
GA1831Ra600	Athens	2018-06-01	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Ra-600_S13_L001_R1_001.fastq.gz	GA18-31Ra-600_S13_L001_R2_001.fastq.gz	260821	600	33.7167	-83.30869	NA	68.066667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	4	B	1	B1	68.0666666667
GA1831Rb1000	Athens	2018-06-19	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-31Rb-1000_S264_L001_R1_001.fastq.gz	GA18-31Rb-1000_S264_L001_R2_001.fastq.gz	20843	1000	33.7167	-83.30869	NA	162	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	6	H	1	H1	162
GA1831Rb1400	Athens	2018-07-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-31Rb-1400_S217_L001_R1_001.fastq.gz	GA18-31Rb-1400_S217_L001_R2_001.fastq.gz	21743	1400	33.7167	-83.30871	NA	70.566667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	6	C	2	C2	70.5666666667
GA1831repBS600	Athens	2018-06-01	Soil	66	NA	A_second_rep_of_the_soil_at_this_location_was_taken	TRUE	FALSE	FALSE	GA18-31repBS-600_S155_L001_R1_001.fastq.gz	GA18-31repBS-600_S155_L001_R2_001.fastq.gz	61202	600	33.7167	-83.30869	NA	78.2	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	5	E	12	E12	78.2
GA1831S1000	Athens	2018-06-19	Soil	89	NA	NA	TRUE	FALSE	FALSE	GA18-31S-1000_S162_L001_R1_001.fastq.gz	GA18-31S-1000_S162_L001_R2_001.fastq.gz	28986	1000	33.7167	-83.30869	NA	73.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	5	F	7	F7	73.6666666667
GA1831S1400	Athens	2018-07-02	Soil	119	NA	NA	TRUE	FALSE	FALSE	GA1831S1400_S136_L001_R1_001.fastq.gz	GA1831S1400_S136_L001_R2_001.fastq.gz	103015	1400	33.7167	-83.30871	NA	41.1	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	2	D	4	D4	41.1
GA1831Za1000	Athens	2018-06-19	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Za-1000_S19_L001_R1_001.fastq.gz	GA18-31Za-1000_S19_L001_R2_001.fastq.gz	74530	1000	33.7167	-83.30869	NA	329.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	4	B	7	B7	329.6666666667
GA1831Za1400	Athens	2018-07-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Za-1400_S64_L001_R1_001.fastq.gz	GA18-31Za-1400_S64_L001_R2_001.fastq.gz	182264	1400	33.7167	-83.30871	NA	92.466667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	4	F	4	F4	92.4666666667
GA1831Za600	Athens	2018-06-01	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-31Za-600_S100_L001_R1_001.fastq.gz	GA18-31Za-600_S100_L001_R2_001.fastq.gz	74607	600	33.7167	-83.30869	NA	28.533333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	5	A	4	A4	28.5333333333
GA1831Zb1000	Athens	2018-06-19	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-31Zb-1000_S41_L001_R1_001.fastq.gz	GA18-31Zb-1000_S41_L001_R2_001.fastq.gz	67070	1000	33.7167	-83.30869	NA	260.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	348	6.18	6.78	94.1	7.47	983	0.025	0.025	0.125	11.9	72.4	225.8	10.95	0.025	9.65	1.32	8.89	0.34	0.76	3.16	0.06	311000	4	D	5	D5	260.6666666667
GA1831Zb1400	Athens	2018-07-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-31Zb-1400_S17_L001_R1_001.fastq.gz	GA18-31Zb-1400_S17_L001_R2_001.fastq.gz	69490	1400	33.7167	-83.30871	NA	160.333333	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	233	5.95	6.55	91.4	6.99	1062	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400	4	B	5	B5	160.3333333333
GA1831Zb600	Athens	2018-06-01	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-31Zb-600_S80_L001_R1_001.fastq.gz	GA18-31Zb-600_S80_L001_R2_001.fastq.gz	103653	600	33.7167	-83.30869	NA	202.666667	Sample	0.003175806	0.3085484	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31	385	5.68	6.28	78.5	7.48	802	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600	4	G	8	G8	202.6666666667
GA1832I600	Rome	2018-05-02	Inrow_Soil	47	NA	SWVT_Dryland	TRUE	FALSE	FALSE	GA1832I600_S117_L001_R1_001.fastq.gz	GA1832I600_S117_L001_R2_001.fastq.gz	119202	600	34.33791	-85.13029	NA	163.333333	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600	2	B	9	B9	163.3333333333
GA1832Ka1400	Rome	2018-06-20	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1832Ka1400_S68_L001_R1_001.fastq.gz	GA1832Ka1400_S68_L001_R2_001.fastq.gz	34142	1400	34.33789	-85.13033	NA	85.4	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400	1	F	8	F8	85.4
GA1832Ka600	Rome	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1832Ka600_S84_L001_R1_001.fastq.gz	GA1832Ka600_S84_L001_R2_001.fastq.gz	80556	600	34.33791	-85.13029	NA	65.666667	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600	1	G	12	G12	65.6666666667
GA1832Kb1400	Rome	2018-06-20	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1832Kb1400_S21_L001_R1_001.fastq.gz	GA1832Kb1400_S21_L001_R2_001.fastq.gz	47188	1400	34.33789	-85.13033	NA	104.2	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400	1	B	9	B9	104.2
GA1832Kb600	Rome	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1832Kb600_S94_L001_R1_001.fastq.gz	GA1832Kb600_S94_L001_R2_001.fastq.gz	38966	600	34.33791	-85.13029	NA	162.033333	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600	1	H	10	H10	162.0333333333
GA1832Rb1400	Rome	2018-06-20	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-32Rb-1400_S249_L001_R1_001.fastq.gz	GA18-32Rb-1400_S249_L001_R2_001.fastq.gz	15264	1400	34.33789	-85.13033	NA	212.333333	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400	6	E	10	E10	212.3333333333
GA1832Rb600	Rome	2018-05-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-32Rb-600_S234_L001_R1_001.fastq.gz	GA18-32Rb-600_S234_L001_R2_001.fastq.gz	31913	600	34.33791	-85.13029	NA	119.666667	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600	6	D	7	D7	119.6666666667
GA1832S1400	Rome	2018-06-20	Soil	91	NA	NA	TRUE	FALSE	FALSE	GA1832S1400_S172_L001_R1_001.fastq.gz	GA1832S1400_S172_L001_R2_001.fastq.gz	125691	1400	34.33789	-85.13033	NA	55.1	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	334	4.8	5.4	60.3	7.81	554	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400	2	G	4	G4	55.1
GA1832S600	Rome	2018-05-02	Soil	37	NA	SWVT_Dryland	TRUE	FALSE	FALSE	GA1832S600_S171_L001_R1_001.fastq.gz	GA1832S600_S171_L001_R2_001.fastq.gz	82744	600	34.33791	-85.13029	NA	78.066667	Sample	0.002581013	0.2781013	79.48671	58.98696	56.99646	0.7126582	2.479241	8.35443	32	453	4.98	5.58	58.9	9.07	586	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600	2	G	3	G3	78.0666666667
